State,Year,Sex,Spec_Nd,Age_Bin,Race,Adopted,Numbers

Connecticut,2015,boy,specYes,over9,other,adopted,0

Connecticut,2015,girl,specNo,under9,white,notAdopted,110

Connecticut,2015,girl,specNo,under9,white,adopted,0

Connecticut,2015,girl,specNo,under9,black,notAdopted,53

Connecticut,2015,girl,specNo,under9,black,adopted,0

Connecticut,2015,girl,specNo,under9,hispanic,notAdopted,129

Connecticut,2015,girl,specNo,under9,hispanic,adopted,0

Connecticut,2015,girl,specNo,under9,other,notAdopted,34

Connecticut,2015,girl,specNo,under9,other,adopted,0

Connecticut,2015,girl,specNo,over9,white,notAdopted,78

Connecticut,2015,girl,specNo,over9,white,adopted,0

Connecticut,2015,girl,specNo,over9,black,notAdopted,56

Connecticut,2015,girl,specNo,over9,black,adopted,0

Connecticut,2015,girl,specNo,over9,hispanic,notAdopted,89

Connecticut,2015,girl,specNo,over9,hispanic,adopted,0

Connecticut,2015,girl,specNo,over9,other,notAdopted,14

Connecticut,2015,girl,specNo,over9,other,adopted,0

Connecticut,2015,girl,specYes,under9,white,notAdopted,0

Connecticut,2015,girl,specYes,under9,white,adopted,0

Connecticut,2015,girl,specYes,under9,black,notAdopted,0

Connecticut,2015,girl,specYes,under9,black,adopted,0

Connecticut,2015,girl,specYes,under9,hispanic,notAdopted,0

Connecticut,2015,girl,specYes,under9,hispanic,adopted,0

Connecticut,2015,girl,specYes,under9,other,notAdopted,0

Connecticut,2015,girl,specYes,under9,other,adopted,0

Connecticut,2015,girl,specYes,over9,white,notAdopted,0

Connecticut,2015,girl,specYes,over9,white,adopted,0

Connecticut,2015,girl,specYes,over9,black,notAdopted,0

Connecticut,2015,girl,specYes,over9,black,adopted,0

Connecticut,2015,girl,specYes,over9,hispanic,notAdopted,0

Connecticut,2015,girl,specYes,over9,hispanic,adopted,0

Connecticut,2015,girl,specYes,over9,other,notAdopted,0

Connecticut,2015,girl,specYes,over9,other,adopted,0

DC,2004,boy,specNo,under9,white,notAdopted,4

DC,2004,boy,specNo,under9,white,adopted,0

DC,2004,boy,specNo,under9,black,notAdopted,207

DC,2004,boy,specNo,under9,black,adopted,0

DC,2004,boy,specNo,under9,hispanic,notAdopted,9

DC,2004,boy,specNo,under9,hispanic,adopted,0

DC,2004,boy,specNo,under9,other,notAdopted,12

DC,2004,boy,specNo,under9,other,adopted,0

DC,2004,boy,specNo,over9,white,notAdopted,0

DC,2004,boy,specNo,over9,white,adopted,0

DC,2004,boy,specNo,over9,black,notAdopted,227

DC,2004,boy,specNo,over9,black,adopted,0

DC,2004,boy,specNo,over9,hispanic,notAdopted,3

DC,2004,boy,specNo,over9,hispanic,adopted,0

DC,2004,boy,specNo,over9,other,notAdopted,5

DC,2004,boy,specNo,over9,other,adopted,0

DC,2004,boy,specYes,under9,white,notAdopted,0

DC,2004,boy,specYes,under9,white,adopted,0

DC,2004,boy,specYes,under9,black,notAdopted,0

DC,2004,boy,specYes,under9,black,adopted,0

DC,2004,boy,specYes,under9,hispanic,notAdopted,0

DC,2004,boy,specYes,under9,hispanic,adopted,0

DC,2004,boy,specYes,under9,other,notAdopted,0

DC,2004,boy,specYes,under9,other,adopted,0

DC,2004,boy,specYes,over9,white,notAdopted,0

DC,2004,boy,specYes,over9,white,adopted,0

DC,2004,boy,specYes,over9,black,notAdopted,0

DC,2004,boy,specYes,over9,black,adopted,0

DC,2004,boy,specYes,over9,hispanic,notAdopted,0

DC,2004,boy,specYes,over9,hispanic,adopted,0

DC,2004,boy,specYes,over9,other,notAdopted,0

DC,2004,boy,specYes,over9,other,adopted,0

DC,2004,girl,specNo,under9,white,notAdopted,0

DC,2004,girl,specNo,under9,white,adopted,0

DC,2004,girl,specNo,under9,black,notAdopted,173

DC,2004,girl,specNo,under9,black,adopted,0

DC,2004,girl,specNo,under9,hispanic,notAdopted,1

DC,2004,girl,specNo,under9,hispanic,adopted,0

DC,2004,girl,specNo,under9,other,notAdopted,5

DC,2004,girl,specNo,under9,other,adopted,0

DC,2004,girl,specNo,over9,white,notAdopted,1

DC,2004,girl,specNo,over9,white,adopted,0

DC,2004,girl,specNo,over9,black,notAdopted,178

DC,2004,girl,specNo,over9,black,adopted,0

DC,2004,girl,specNo,over9,hispanic,notAdopted,5

DC,2004,girl,specNo,over9,hispanic,adopted,0

DC,2004,girl,specNo,over9,other,notAdopted,3

DC,2004,girl,specNo,over9,other,adopted,0

DC,2004,girl,specYes,under9,white,notAdopted,0

DC,2004,girl,specYes,under9,white,adopted,0

DC,2004,girl,specYes,under9,black,notAdopted,0

DC,2004,girl,specYes,under9,black,adopted,0

DC,2004,girl,specYes,under9,hispanic,notAdopted,0

DC,2004,girl,specYes,under9,hispanic,adopted,0

DC,2004,girl,specYes,under9,other,notAdopted,0

DC,2004,girl,specYes,under9,other,adopted,0

DC,2004,girl,specYes,over9,white,notAdopted,0

DC,2004,girl,specYes,over9,white,adopted,0

DC,2004,girl,specYes,over9,black,notAdopted,0

DC,2004,girl,specYes,over9,black,adopted,0

DC,2004,girl,specYes,over9,hispanic,notAdopted,0

DC,2004,girl,specYes,over9,hispanic,adopted,0

DC,2004,girl,specYes,over9,other,notAdopted,0

DC,2004,girl,specYes,over9,other,adopted,0

DC,2005,boy,specNo,under9,white,notAdopted,1

DC,2005,boy,specNo,under9,white,adopted,0

DC,2005,boy,specNo,under9,black,notAdopted,96

DC,2005,boy,specNo,under9,black,adopted,0

DC,2005,boy,specNo,under9,hispanic,notAdopted,3

DC,2005,boy,specNo,under9,hispanic,adopted,0

DC,2005,boy,specNo,under9,other,notAdopted,3

DC,2005,boy,specNo,under9,other,adopted,0

DC,2005,boy,specNo,over9,white,notAdopted,1

DC,2005,boy,specNo,over9,white,adopted,0

DC,2005,boy,specNo,over9,black,notAdopted,214

DC,2005,boy,specNo,over9,black,adopted,0

DC,2005,boy,specNo,over9,hispanic,notAdopted,4

DC,2005,boy,specNo,over9,hispanic,adopted,0

DC,2005,boy,specNo,over9,other,notAdopted,6

DC,2005,boy,specNo,over9,other,adopted,0

DC,2005,boy,specYes,under9,white,notAdopted,0

DC,2005,boy,specYes,under9,white,adopted,0

DC,2005,boy,specYes,under9,black,notAdopted,0

DC,2005,boy,specYes,under9,black,adopted,0

DC,2005,boy,specYes,under9,hispanic,notAdopted,0

DC,2005,boy,specYes,under9,hispanic,adopted,0

DC,2005,boy,specYes,under9,other,notAdopted,0

DC,2005,boy,specYes,under9,other,adopted,0

DC,2005,boy,specYes,over9,white,notAdopted,0

DC,2005,boy,specYes,over9,white,adopted,0

DC,2005,boy,specYes,over9,black,notAdopted,0

DC,2005,boy,specYes,over9,black,adopted,0

DC,2005,boy,specYes,over9,hispanic,notAdopted,0

DC,2005,boy,specYes,over9,hispanic,adopted,0

DC,2005,boy,specYes,over9,other,notAdopted,0

DC,2005,boy,specYes,over9,other,adopted,0

DC,2005,girl,specNo,under9,white,notAdopted,0

DC,2005,girl,specNo,under9,white,adopted,0

DC,2005,girl,specNo,under9,black,notAdopted,92

DC,2005,girl,specNo,under9,black,adopted,0

DC,2005,girl,specNo,under9,hispanic,notAdopted,2

DC,2005,girl,specNo,under9,hispanic,adopted,0

DC,2005,girl,specNo,under9,other,notAdopted,4

DC,2005,girl,specNo,under9,other,adopted,0

DC,2005,girl,specNo,over9,white,notAdopted,1

DC,2005,girl,specNo,over9,white,adopted,0

DC,2005,girl,specNo,over9,black,notAdopted,178

DC,2005,girl,specNo,over9,black,adopted,0

DC,2005,girl,specNo,over9,hispanic,notAdopted,1

DC,2005,girl,specNo,over9,hispanic,adopted,0

DC,2005,girl,specNo,over9,other,notAdopted,2

DC,2005,girl,specNo,over9,other,adopted,0

DC,2005,girl,specYes,under9,white,notAdopted,0

DC,2005,girl,specYes,under9,white,adopted,0

DC,2005,girl,specYes,under9,black,notAdopted,0

DC,2005,girl,specYes,under9,black,adopted,0

DC,2005,girl,specYes,under9,hispanic,notAdopted,0

DC,2005,girl,specYes,under9,hispanic,adopted,0

DC,2005,girl,specYes,under9,other,notAdopted,0

DC,2005,girl,specYes,under9,other,adopted,0

DC,2005,girl,specYes,over9,white,notAdopted,0

DC,2005,girl,specYes,over9,white,adopted,0

DC,2005,girl,specYes,over9,black,notAdopted,0

DC,2005,girl,specYes,over9,black,adopted,0

DC,2005,girl,specYes,over9,hispanic,notAdopted,0

DC,2005,girl,specYes,over9,hispanic,adopted,0

DC,2005,girl,specYes,over9,other,notAdopted,0

DC,2005,girl,specYes,over9,other,adopted,0

DC,2006,boy,specNo,under9,white,notAdopted,0

DC,2006,boy,specNo,under9,white,adopted,0

DC,2006,boy,specNo,under9,black,notAdopted,146

DC,2006,boy,specNo,under9,black,adopted,0

DC,2006,boy,specNo,under9,hispanic,notAdopted,3

DC,2006,boy,specNo,under9,hispanic,adopted,0

DC,2006,boy,specNo,under9,other,notAdopted,6

DC,2006,boy,specNo,under9,other,adopted,0

DC,2006,boy,specNo,over9,white,notAdopted,1

DC,2006,boy,specNo,over9,white,adopted,0

DC,2006,boy,specNo,over9,black,notAdopted,191

DC,2006,boy,specNo,over9,black,adopted,0

DC,2006,boy,specNo,over9,hispanic,notAdopted,8

DC,2006,boy,specNo,over9,hispanic,adopted,0

DC,2006,boy,specNo,over9,other,notAdopted,7

DC,2006,boy,specNo,over9,other,adopted,0

DC,2006,boy,specYes,under9,white,notAdopted,0

DC,2006,boy,specYes,under9,white,adopted,0

DC,2006,boy,specYes,under9,black,notAdopted,0

DC,2006,boy,specYes,under9,black,adopted,0

DC,2006,boy,specYes,under9,hispanic,notAdopted,0

DC,2006,boy,specYes,under9,hispanic,adopted,0

DC,2006,boy,specYes,under9,other,notAdopted,0

DC,2006,boy,specYes,under9,other,adopted,0

DC,2006,boy,specYes,over9,white,notAdopted,0

DC,2006,boy,specYes,over9,white,adopted,0

DC,2006,boy,specYes,over9,black,notAdopted,0

DC,2006,boy,specYes,over9,black,adopted,0

DC,2006,boy,specYes,over9,hispanic,notAdopted,0

DC,2006,boy,specYes,over9,hispanic,adopted,0

DC,2006,boy,specYes,over9,other,notAdopted,0

DC,2006,boy,specYes,over9,other,adopted,0

DC,2006,girl,specNo,under9,white,notAdopted,0

DC,2006,girl,specNo,under9,white,adopted,0

DC,2006,girl,specNo,under9,black,notAdopted,133

DC,2006,girl,specNo,under9,black,adopted,0

DC,2006,girl,specNo,under9,hispanic,notAdopted,2

DC,2006,girl,specNo,under9,hispanic,adopted,0

DC,2006,girl,specNo,under9,other,notAdopted,8

DC,2006,girl,specNo,under9,other,adopted,0

DC,2006,girl,specNo,over9,white,notAdopted,2

DC,2006,girl,specNo,over9,white,adopted,0

DC,2006,girl,specNo,over9,black,notAdopted,156

DC,2006,girl,specNo,over9,black,adopted,0

DC,2006,girl,specNo,over9,hispanic,notAdopted,3

DC,2006,girl,specNo,over9,hispanic,adopted,0

DC,2006,girl,specNo,over9,other,notAdopted,2

DC,2006,girl,specNo,over9,other,adopted,0

DC,2006,girl,specYes,under9,white,notAdopted,0

DC,2006,girl,specYes,under9,white,adopted,0

DC,2006,girl,specYes,under9,black,notAdopted,0

DC,2006,girl,specYes,under9,black,adopted,0

DC,2006,girl,specYes,under9,hispanic,notAdopted,0

DC,2006,girl,specYes,under9,hispanic,adopted,0

DC,2006,girl,specYes,under9,other,notAdopted,0

DC,2006,girl,specYes,under9,other,adopted,0

DC,2006,girl,specYes,over9,white,notAdopted,0

DC,2006,girl,specYes,over9,white,adopted,0

DC,2006,girl,specYes,over9,black,notAdopted,0

DC,2006,girl,specYes,over9,black,adopted,0

DC,2006,girl,specYes,over9,hispanic,notAdopted,0

DC,2006,girl,specYes,over9,hispanic,adopted,0

DC,2006,girl,specYes,over9,other,notAdopted,0

DC,2006,girl,specYes,over9,other,adopted,0

DC,2007,boy,specNo,under9,white,notAdopted,3

DC,2007,boy,specNo,under9,white,adopted,0

DC,2007,boy,specNo,under9,black,notAdopted,107

DC,2007,boy,specNo,under9,black,adopted,0

DC,2007,boy,specNo,under9,hispanic,notAdopted,4

DC,2007,boy,specNo,under9,hispanic,adopted,0

DC,2007,boy,specNo,under9,other,notAdopted,5

DC,2007,boy,specNo,under9,other,adopted,0

DC,2007,boy,specNo,over9,white,notAdopted,1

DC,2007,boy,specNo,over9,white,adopted,0

DC,2007,boy,specNo,over9,black,notAdopted,181

DC,2007,boy,specNo,over9,black,adopted,0

DC,2007,boy,specNo,over9,hispanic,notAdopted,8

DC,2007,boy,specNo,over9,hispanic,adopted,0

DC,2007,boy,specNo,over9,other,notAdopted,7

DC,2007,boy,specNo,over9,other,adopted,0

DC,2007,boy,specYes,under9,white,notAdopted,0

DC,2007,boy,specYes,under9,white,adopted,0

DC,2007,boy,specYes,under9,black,notAdopted,0

DC,2007,boy,specYes,under9,black,adopted,0

DC,2007,boy,specYes,under9,hispanic,notAdopted,0

DC,2007,boy,specYes,under9,hispanic,adopted,0

DC,2007,boy,specYes,under9,other,notAdopted,0

DC,2007,boy,specYes,under9,other,adopted,0

DC,2007,boy,specYes,over9,white,notAdopted,0

DC,2007,boy,specYes,over9,white,adopted,0

DC,2007,boy,specYes,over9,black,notAdopted,0

DC,2007,boy,specYes,over9,black,adopted,0

DC,2007,boy,specYes,over9,hispanic,notAdopted,0

DC,2007,boy,specYes,over9,hispanic,adopted,0

DC,2007,boy,specYes,over9,other,notAdopted,0

DC,2007,boy,specYes,over9,other,adopted,0

DC,2007,girl,specNo,under9,white,notAdopted,2

DC,2007,girl,specNo,under9,white,adopted,0

DC,2007,girl,specNo,under9,black,notAdopted,100

DC,2007,girl,specNo,under9,black,adopted,0

DC,2007,girl,specNo,under9,hispanic,notAdopted,1

DC,2007,girl,specNo,under9,hispanic,adopted,0

DC,2007,girl,specNo,under9,other,notAdopted,7

DC,2007,girl,specNo,under9,other,adopted,0

DC,2007,girl,specNo,over9,white,notAdopted,2

DC,2007,girl,specNo,over9,white,adopted,0

DC,2007,girl,specNo,over9,black,notAdopted,139

DC,2007,girl,specNo,over9,black,adopted,0

DC,2007,girl,specNo,over9,hispanic,notAdopted,5

DC,2007,girl,specNo,over9,hispanic,adopted,0

DC,2007,girl,specNo,over9,other,notAdopted,1

DC,2007,girl,specNo,over9,other,adopted,0

DC,2007,girl,specYes,under9,white,notAdopted,0

DC,2007,girl,specYes,under9,white,adopted,0

DC,2007,girl,specYes,under9,black,notAdopted,0

DC,2007,girl,specYes,under9,black,adopted,0

DC,2007,girl,specYes,under9,hispanic,notAdopted,0

DC,2007,girl,specYes,under9,hispanic,adopted,0

DC,2007,girl,specYes,under9,other,notAdopted,0

DC,2007,girl,specYes,under9,other,adopted,0

DC,2007,girl,specYes,over9,white,notAdopted,0

DC,2007,girl,specYes,over9,white,adopted,0

DC,2007,girl,specYes,over9,black,notAdopted,0

DC,2007,girl,specYes,over9,black,adopted,0

DC,2007,girl,specYes,over9,hispanic,notAdopted,0

DC,2007,girl,specYes,over9,hispanic,adopted,0

DC,2007,girl,specYes,over9,other,notAdopted,0

DC,2007,girl,specYes,over9,other,adopted,0

DC,2008,boy,specNo,under9,white,notAdopted,3

DC,2008,boy,specNo,under9,white,adopted,0

DC,2008,boy,specNo,under9,black,notAdopted,88

DC,2008,boy,specNo,under9,black,adopted,0

DC,2008,boy,specNo,under9,hispanic,notAdopted,7

DC,2008,boy,specNo,under9,hispanic,adopted,0

DC,2008,boy,specNo,under9,other,notAdopted,2

DC,2008,boy,specNo,under9,other,adopted,0

DC,2008,boy,specNo,over9,white,notAdopted,1

DC,2008,boy,specNo,over9,white,adopted,0

DC,2008,boy,specNo,over9,black,notAdopted,167

DC,2008,boy,specNo,over9,black,adopted,0

DC,2008,boy,specNo,over9,hispanic,notAdopted,8

DC,2008,boy,specNo,over9,hispanic,adopted,0

DC,2008,boy,specNo,over9,other,notAdopted,9

DC,2008,boy,specNo,over9,other,adopted,0

DC,2008,boy,specYes,under9,white,notAdopted,0

DC,2008,boy,specYes,under9,white,adopted,0

DC,2008,boy,specYes,under9,black,notAdopted,0

DC,2008,boy,specYes,under9,black,adopted,0

DC,2008,boy,specYes,under9,hispanic,notAdopted,0

DC,2008,boy,specYes,under9,hispanic,adopted,0

DC,2008,boy,specYes,under9,other,notAdopted,0

DC,2008,boy,specYes,under9,other,adopted,0

DC,2008,boy,specYes,over9,white,notAdopted,0

DC,2008,boy,specYes,over9,white,adopted,0

DC,2008,boy,specYes,over9,black,notAdopted,0

DC,2008,boy,specYes,over9,black,adopted,0

DC,2008,boy,specYes,over9,hispanic,notAdopted,0

DC,2008,boy,specYes,over9,hispanic,adopted,0

DC,2008,boy,specYes,over9,other,notAdopted,0

DC,2008,boy,specYes,over9,other,adopted,0

DC,2008,girl,specNo,under9,white,notAdopted,1

DC,2008,girl,specNo,under9,white,adopted,0

DC,2008,girl,specNo,under9,black,notAdopted,72

DC,2008,girl,specNo,under9,black,adopted,0

DC,2008,girl,specNo,under9,hispanic,notAdopted,2

DC,2008,girl,specNo,under9,hispanic,adopted,0

DC,2008,girl,specNo,under9,other,notAdopted,2

DC,2008,girl,specNo,under9,other,adopted,0

DC,2008,girl,specNo,over9,white,notAdopted,1

DC,2008,girl,specNo,over9,white,adopted,0

DC,2008,girl,specNo,over9,black,notAdopted,126

DC,2008,girl,specNo,over9,black,adopted,0

DC,2008,girl,specNo,over9,hispanic,notAdopted,6

DC,2008,girl,specNo,over9,hispanic,adopted,0

DC,2008,girl,specNo,over9,other,notAdopted,0

DC,2008,girl,specNo,over9,other,adopted,0

DC,2008,girl,specYes,under9,white,notAdopted,0

DC,2008,girl,specYes,under9,white,adopted,0

DC,2008,girl,specYes,under9,black,notAdopted,0

DC,2008,girl,specYes,under9,black,adopted,0

DC,2008,girl,specYes,under9,hispanic,notAdopted,0

DC,2008,girl,specYes,under9,hispanic,adopted,0

DC,2008,girl,specYes,under9,other,notAdopted,0

DC,2008,girl,specYes,under9,other,adopted,0

DC,2008,girl,specYes,over9,white,notAdopted,0

DC,2008,girl,specYes,over9,white,adopted,0

DC,2008,girl,specYes,over9,black,notAdopted,0

DC,2008,girl,specYes,over9,black,adopted,0

DC,2008,girl,specYes,over9,hispanic,notAdopted,0

DC,2008,girl,specYes,over9,hispanic,adopted,0

DC,2008,girl,specYes,over9,other,notAdopted,0

DC,2008,girl,specYes,over9,other,adopted,0

DC,2009,boy,specNo,under9,white,notAdopted,1

DC,2009,boy,specNo,under9,white,adopted,1

DC,2009,boy,specNo,under9,black,notAdopted,73

DC,2009,boy,specNo,under9,black,adopted,21

DC,2009,boy,specNo,under9,hispanic,notAdopted,6

DC,2009,boy,specNo,under9,hispanic,adopted,1

DC,2009,boy,specNo,under9,other,notAdopted,1

DC,2009,boy,specNo,under9,other,adopted,1

DC,2009,boy,specNo,over9,white,notAdopted,0

DC,2009,boy,specNo,over9,white,adopted,1

DC,2009,boy,specNo,over9,black,notAdopted,156

DC,2009,boy,specNo,over9,black,adopted,27

DC,2009,boy,specNo,over9,hispanic,notAdopted,13

DC,2009,boy,specNo,over9,hispanic,adopted,2

DC,2009,boy,specNo,over9,other,notAdopted,8

DC,2009,boy,specNo,over9,other,adopted,0

DC,2009,boy,specYes,under9,white,notAdopted,0

DC,2009,boy,specYes,under9,white,adopted,0

DC,2009,boy,specYes,under9,black,notAdopted,0

DC,2009,boy,specYes,under9,black,adopted,0

DC,2009,boy,specYes,under9,hispanic,notAdopted,0

DC,2009,boy,specYes,under9,hispanic,adopted,0

DC,2009,boy,specYes,under9,other,notAdopted,0

DC,2009,boy,specYes,under9,other,adopted,0

DC,2009,boy,specYes,over9,white,notAdopted,0

DC,2009,boy,specYes,over9,white,adopted,0

DC,2009,boy,specYes,over9,black,notAdopted,0

DC,2009,boy,specYes,over9,black,adopted,0

DC,2009,boy,specYes,over9,hispanic,notAdopted,0

DC,2009,boy,specYes,over9,hispanic,adopted,0

DC,2009,boy,specYes,over9,other,notAdopted,0

DC,2009,boy,specYes,over9,other,adopted,0

DC,2009,girl,specNo,under9,white,notAdopted,3

DC,2009,girl,specNo,under9,white,adopted,0

DC,2009,girl,specNo,under9,black,notAdopted,90

DC,2009,girl,specNo,under9,black,adopted,13

DC,2009,girl,specNo,under9,hispanic,notAdopted,1

DC,2009,girl,specNo,under9,hispanic,adopted,0

DC,2009,girl,specNo,under9,other,notAdopted,8

DC,2009,girl,specNo,under9,other,adopted,0

DC,2009,girl,specNo,over9,white,notAdopted,2

DC,2009,girl,specNo,over9,white,adopted,0

DC,2009,girl,specNo,over9,black,notAdopted,118

DC,2009,girl,specNo,over9,black,adopted,12

DC,2009,girl,specNo,over9,hispanic,notAdopted,6

DC,2009,girl,specNo,over9,hispanic,adopted,3

DC,2009,girl,specNo,over9,other,notAdopted,0

DC,2009,girl,specNo,over9,other,adopted,0

DC,2009,girl,specYes,under9,white,notAdopted,0

DC,2009,girl,specYes,under9,white,adopted,0

DC,2009,girl,specYes,under9,black,notAdopted,0

DC,2009,girl,specYes,under9,black,adopted,0

DC,2009,girl,specYes,under9,hispanic,notAdopted,0

DC,2009,girl,specYes,under9,hispanic,adopted,0

DC,2009,girl,specYes,under9,other,notAdopted,0

DC,2009,girl,specYes,under9,other,adopted,0

DC,2009,girl,specYes,over9,white,notAdopted,0

DC,2009,girl,specYes,over9,white,adopted,0

DC,2009,girl,specYes,over9,black,notAdopted,0

DC,2009,girl,specYes,over9,black,adopted,0

DC,2009,girl,specYes,over9,hispanic,notAdopted,0

DC,2009,girl,specYes,over9,hispanic,adopted,0

DC,2009,girl,specYes,over9,other,notAdopted,0

DC,2009,girl,specYes,over9,other,adopted,0

DC,2010,boy,specNo,under9,white,notAdopted,0

DC,2010,boy,specNo,under9,white,adopted,1

DC,2010,boy,specNo,under9,black,notAdopted,73

DC,2010,boy,specNo,under9,black,adopted,30

DC,2010,boy,specNo,under9,hispanic,notAdopted,11

DC,2010,boy,specNo,under9,hispanic,adopted,2

DC,2010,boy,specNo,under9,other,notAdopted,1

DC,2010,boy,specNo,under9,other,adopted,0

DC,2010,boy,specNo,over9,white,notAdopted,0

DC,2010,boy,specNo,over9,white,adopted,0

DC,2010,boy,specNo,over9,black,notAdopted,137

DC,2010,boy,specNo,over9,black,adopted,30

DC,2010,boy,specNo,over9,hispanic,notAdopted,11

DC,2010,boy,specNo,over9,hispanic,adopted,2

DC,2010,boy,specNo,over9,other,notAdopted,3

DC,2010,boy,specNo,over9,other,adopted,0

DC,2010,boy,specYes,under9,white,notAdopted,0

DC,2010,boy,specYes,under9,white,adopted,0

DC,2010,boy,specYes,under9,black,notAdopted,0

DC,2010,boy,specYes,under9,black,adopted,0

DC,2010,boy,specYes,under9,hispanic,notAdopted,0

DC,2010,boy,specYes,under9,hispanic,adopted,0

DC,2010,boy,specYes,under9,other,notAdopted,0

DC,2010,boy,specYes,under9,other,adopted,0

DC,2010,boy,specYes,over9,white,notAdopted,0

DC,2010,boy,specYes,over9,white,adopted,0

DC,2010,boy,specYes,over9,black,notAdopted,0

DC,2010,boy,specYes,over9,black,adopted,0

DC,2010,boy,specYes,over9,hispanic,notAdopted,0

DC,2010,boy,specYes,over9,hispanic,adopted,0

DC,2010,boy,specYes,over9,other,notAdopted,0

DC,2010,boy,specYes,over9,other,adopted,0

DC,2010,girl,specNo,under9,white,notAdopted,4

DC,2010,girl,specNo,under9,white,adopted,0

DC,2010,girl,specNo,under9,black,notAdopted,71

DC,2010,girl,specNo,under9,black,adopted,40

DC,2010,girl,specNo,under9,hispanic,notAdopted,2

DC,2010,girl,specNo,under9,hispanic,adopted,0

DC,2010,girl,specNo,under9,other,notAdopted,4

DC,2010,girl,specNo,under9,other,adopted,0

DC,2010,girl,specNo,over9,white,notAdopted,0

DC,2010,girl,specNo,over9,white,adopted,1

DC,2010,girl,specNo,over9,black,notAdopted,95

DC,2010,girl,specNo,over9,black,adopted,26

DC,2010,girl,specNo,over9,hispanic,notAdopted,6

DC,2010,girl,specNo,over9,hispanic,adopted,0

DC,2010,girl,specNo,over9,other,notAdopted,0

DC,2010,girl,specNo,over9,other,adopted,0

DC,2010,girl,specYes,under9,white,notAdopted,0

DC,2010,girl,specYes,under9,white,adopted,0

DC,2010,girl,specYes,under9,black,notAdopted,0

DC,2010,girl,specYes,under9,black,adopted,0

DC,2010,girl,specYes,under9,hispanic,notAdopted,0

DC,2010,girl,specYes,under9,hispanic,adopted,0

DC,2010,girl,specYes,under9,other,notAdopted,0

DC,2010,girl,specYes,under9,other,adopted,0

DC,2010,girl,specYes,over9,white,notAdopted,0

DC,2010,girl,specYes,over9,white,adopted,0

DC,2010,girl,specYes,over9,black,notAdopted,0

DC,2010,girl,specYes,over9,black,adopted,0

DC,2010,girl,specYes,over9,hispanic,notAdopted,0

DC,2010,girl,specYes,over9,hispanic,adopted,0

DC,2010,girl,specYes,over9,other,notAdopted,0

DC,2010,girl,specYes,over9,other,adopted,0

DC,2011,boy,specNo,under9,white,notAdopted,0

DC,2011,boy,specNo,under9,white,adopted,0

DC,2011,boy,specNo,under9,black,notAdopted,79

DC,2011,boy,specNo,under9,black,adopted,23

DC,2011,boy,specNo,under9,hispanic,notAdopted,4

DC,2011,boy,specNo,under9,hispanic,adopted,3

DC,2011,boy,specNo,under9,other,notAdopted,1

DC,2011,boy,specNo,under9,other,adopted,0

DC,2011,boy,specNo,over9,white,notAdopted,0

DC,2011,boy,specNo,over9,white,adopted,0

DC,2011,boy,specNo,over9,black,notAdopted,113

DC,2011,boy,specNo,over9,black,adopted,29

DC,2011,boy,specNo,over9,hispanic,notAdopted,10

DC,2011,boy,specNo,over9,hispanic,adopted,5

DC,2011,boy,specNo,over9,other,notAdopted,1

DC,2011,boy,specNo,over9,other,adopted,0

DC,2011,boy,specYes,under9,white,notAdopted,0

DC,2011,boy,specYes,under9,white,adopted,0

DC,2011,boy,specYes,under9,black,notAdopted,0

DC,2011,boy,specYes,under9,black,adopted,0

DC,2011,boy,specYes,under9,hispanic,notAdopted,0

DC,2011,boy,specYes,under9,hispanic,adopted,0

DC,2011,boy,specYes,under9,other,notAdopted,0

DC,2011,boy,specYes,under9,other,adopted,0

DC,2011,boy,specYes,over9,white,notAdopted,0

DC,2011,boy,specYes,over9,white,adopted,0

DC,2011,boy,specYes,over9,black,notAdopted,0

DC,2011,boy,specYes,over9,black,adopted,0

DC,2011,boy,specYes,over9,hispanic,notAdopted,0

DC,2011,boy,specYes,over9,hispanic,adopted,0

DC,2011,boy,specYes,over9,other,notAdopted,0

DC,2011,boy,specYes,over9,other,adopted,0

DC,2011,girl,specNo,under9,white,notAdopted,2

DC,2011,girl,specNo,under9,white,adopted,1

DC,2011,girl,specNo,under9,black,notAdopted,62

DC,2011,girl,specNo,under9,black,adopted,27

DC,2011,girl,specNo,under9,hispanic,notAdopted,2

